## RECSRecommendations Upload File,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
RUH-LHR-AR,????,riyadhair:kingdom-of-saudi-arabia,????? ????? ?????? ?????? ?????? ???… ????? ?? ?? ????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uk-london-card_8-27112025,4343,/flight-search?route=RUH%3ALHR%3A2026-08-01&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2026-08-01T00:00:00Z
RUH-DXB-AR,???,riyadhair:kingdom-of-saudi-arabia,????? ????? ?????? ??????? ?????… ??? ????????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uae-dubai-card_7-27112025,741,/flight-search?route=RUH%3ADXB%3A2026-07-17&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DXB,RUH,SAR,ar,RUH-DXB,2026-07-17T00:00:00Z
RUH-CAI-AR,???????,riyadhair:kingdom-of-saudi-arabia,????????? ?????? ????? ???? ??? ?? ???????… ??????? ??????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-egy-card_7-07012026,1016,/flight-search?route=RUH%3ACAI%3A2026-07-17&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,CAI,RUH,SAR,ar,RUH-CAI,2026-07-17T00:00:00Z
RUH-MAN-AR,???????,riyadhair:kingdom-of-saudi-arabia,??? ??? ??????? ????? ?????? ????… ??? ?? ???????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uk-manchester-card-23042026,3283,/flight-search?route=RUH%3AMAN%3A2026-09-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAN,RUH,SAR,ar,RUH-MAN,2026-09-19T00:00:00Z
RUH-MAD-AR,?????,riyadhair:kingdom-of-saudi-arabia,???? ???? ?????? ???? ?????? ?? ?????… ????? ??? ?????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-spain-card_1-12052026,2157,/flight-search?route=RUH%3AMAD%3A2026-08-12&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAD,RUH,SAR,ar,RUH-MAD,2026-08-12T00:00:00Z
RUH-AGP-AR,?????,riyadhair:kingdom-of-saudi-arabia,????? ?????? ????? ??? ????? ??? ???… ????? ??? ?????.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-malaga-hero-22062026,2733,/flight-search?route=RUH%3AAGP%3A2026-07-14&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,AGP,RUH,SAR,ar,RUH-AGP,2026-07-14T00:00:00Z
RUH-KUL-AR,??????????,riyadhair:kingdom-of-saudi-arabia,????? ?????? ?????? ??????? ???????? ????????… ????? ??????????.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-malaysia-hero-28062026,4406,/flight-search?route=RUH%3AKUL%3A2026-07-30&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,KUL,RUH,SAR,ar,RUH-KUL,2026-07-30T00:00:00Z
RUH-DAC-AR,???,riyadhair:kingdom-of-saudi-arabia,????? ????? ????? ??? ???? ??????? ?????? ????… ??? ????????.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-dhaka-readout_2-23062026,2782,/flight-search?route=RUH%3ADAC%3A2026-09-05&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DAC,RUH,SAR,ar,RUH-DAC,2026-09-05T00:00:00Z
JED-RUH-EN,Jeddah,riyadhair:non-ksa,Sea breeze and old-town soul. Jeddah is calling.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-ksa-jeddah-card-15042026,793,/flight-search?route=RUH%3AJED%3A2026-08-01&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,JED,RUH,SAR,en,RUH-JED,2026-08-01T00:00:00Z
LHR-RUH-EN,London,riyadhair:non-ksa,"Royal parks by day, West End by night. Hello, London.",https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uk-london-card_8-27112025,4343,/flight-search?route=RUH%3ALHR%3A2026-08-01&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,en,RUH-LHR,2026-08-01T00:00:00Z
DXB-RUH-EN,Dubai,riyadhair:non-ksa,Sky-high glamour and golden dunes await in Dubai.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uae-dubai-card_7-27112025,741,/flight-search?route=RUH%3ADXB%3A2026-07-17&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DXB,RUH,SAR,en,RUH-DXB,2026-07-17T00:00:00Z
CAI-RUH-EN,Cairo,riyadhair:non-ksa,"Pyramids, the Nile and 5,000 years of wonder. Cairo awaits.",https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-egy-card_7-07012026,1016,/flight-search?route=RUH%3ACAI%3A2026-07-17&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,CAI,RUH,SAR,en,RUH-CAI,2026-07-17T00:00:00Z
MAN-RUH-EN,Manchester,riyadhair:non-ksa,Legendary football and a buzzing music scene. That's Manchester.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uk-manchester-card-23042026,3283,/flight-search?route=RUH%3AMAN%3A2026-09-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAN,RUH,SAR,en,RUH-MAN,2026-09-19T00:00:00Z
MAD-RUH-EN,Madrid,riyadhair:non-ksa,"Grand art, golden tapas and late, late nights. Meet Madrid.",https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-spain-card_1-12052026,2157,/flight-search?route=RUH%3AMAD%3A2026-08-12&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAD,RUH,SAR,en,RUH-MAD,2026-08-12T00:00:00Z
AGP-RUH-EN,Malaga,riyadhair:non-ksa,Sun-soaked beaches on the Costa del Sol. Escape to Malaga.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-malaga-hero-22062026,2733,/flight-search?route=RUH%3AAGP%3A2026-07-14&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,AGP,RUH,SAR,en,RUH-AGP,2026-07-14T00:00:00Z
KUL-RUH-EN,Kuala Lumpur,riyadhair:non-ksa,"Twin towers, street-food nights and tropical thrills. Discover Kuala Lumpur.",https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-malaysia-hero-28062026,4406,/flight-search?route=RUH%3AKUL%3A2026-07-30&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,KUL,RUH,SAR,en,RUH-KUL,2026-07-30T00:00:00Z
DAC-RUH-EN,Dhaka,riyadhair:non-ksa,"Vibrant streets, riverside life and a warm welcome. Dhaka awaits.",https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-dhaka-readout_2-23062026,2782,/flight-search?route=RUH%3ADAC%3A2026-09-05&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DAC,RUH,SAR,en,RUH-DAC,2026-09-05T00:00:00Z
JED-RUH-AR,???,riyadhair:non-ksa,???? ????? ???? ????? ???????… ??? ??????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-ksa-jeddah-card-15042026,793,/flight-search?route=RUH%3AJED%3A2026-08-01&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,JED,RUH,SAR,ar,RUH-JED,2026-08-01T00:00:00Z
LHR-RUH-AR,????,riyadhair:non-ksa,????? ????? ?????? ?????? ?????? ???… ????? ?? ?? ????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uk-london-card_8-27112025,4343,/flight-search?route=RUH%3ALHR%3A2026-08-01&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2026-08-01T00:00:00Z
DXB-RUH-AR,???,riyadhair:non-ksa,????? ????? ?????? ??????? ?????… ??? ????????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uae-dubai-card_7-27112025,741,/flight-search?route=RUH%3ADXB%3A2026-07-17&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DXB,RUH,SAR,ar,RUH-DXB,2026-07-17T00:00:00Z
CAI-RUH-AR,???????,riyadhair:non-ksa,????????? ?????? ????? ???? ??? ?? ???????… ??????? ??????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-egy-card_7-07012026,1016,/flight-search?route=RUH%3ACAI%3A2026-07-17&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,CAI,RUH,SAR,ar,RUH-CAI,2026-07-17T00:00:00Z
MAN-RUH-AR,???????,riyadhair:non-ksa,??? ??? ??????? ????? ?????? ????… ??? ?? ???????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-uk-manchester-card-23042026,3283,/flight-search?route=RUH%3AMAN%3A2026-09-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAN,RUH,SAR,ar,RUH-MAN,2026-09-19T00:00:00Z
MAD-RUH-AR,?????,riyadhair:non-ksa,???? ???? ?????? ???? ?????? ?? ?????… ????? ??? ?????.,https://media.riyadhair.com/is/image/aviationservices/rx-where_we_fly-spain-card_1-12052026,2157,/flight-search?route=RUH%3AMAD%3A2026-08-12&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAD,RUH,SAR,ar,RUH-MAD,2026-08-12T00:00:00Z
AGP-RUH-AR,?????,riyadhair:non-ksa,????? ?????? ????? ??? ????? ??? ???… ????? ??? ?????.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-malaga-hero-22062026,2733,/flight-search?route=RUH%3AAGP%3A2026-07-14&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,AGP,RUH,SAR,ar,RUH-AGP,2026-07-14T00:00:00Z
KUL-RUH-AR,??????????,riyadhair:non-ksa,????? ?????? ?????? ??????? ???????? ????????… ????? ??????????.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-malaysia-hero-28062026,4406,/flight-search?route=RUH%3AKUL%3A2026-07-30&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,KUL,RUH,SAR,ar,RUH-KUL,2026-07-30T00:00:00Z
DAC-RUH-AR,???,riyadhair:non-ksa,????? ????? ????? ??? ???? ??????? ?????? ????… ??? ????????.,https://media.riyadhair.com/is/image/aviationservices/rx-plan_book-where_we_fly-dhaka-readout_2-23062026,2782,/flight-search?route=RUH%3ADAC%3A2026-09-05&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DAC,RUH,SAR,ar,RUH-DAC,2026-09-05T00:00:00Z
